Box,Dissolved gas,Hours Elapsed,O2
3,Oxygen,0.024305556,192.365
3,Oxygen,0.025,192.28
3,Oxygen,0.025694444,192.09
3,Oxygen,0.026388889,192.112
3,Oxygen,0.027083333,191.958
3,Oxygen,0.027777778,191.862
3,Oxygen,0.028472222,191.818
3,Oxygen,0.029166667,191.663
3,Oxygen,0.029861111,191.672
3,Oxygen,0.030555556,191.562
3,Oxygen,0.03125,191.542
3,Oxygen,0.031944444,191.365
3,Oxygen,0.032638889,191.363
3,Oxygen,0.033333333,191.239
3,Oxygen,0.034027778,191.207
3,Oxygen,0.034722222,191.091
3,Oxygen,0.035416667,190.942
3,Oxygen,0.036111111,190.854
3,Oxygen,0.036805556,190.724
3,Oxygen,0.0375,190.653
3,Oxygen,0.038194444,190.506
3,Oxygen,0.038888889,190.351
3,Oxygen,0.039583333,190.335
3,Oxygen,0.040277778,190.161
3,Oxygen,0.040972222,190.06
3,Oxygen,0.041666667,189.927
3,Oxygen,0.042361111,189.959
3,Oxygen,0.043055556,189.836
3,Oxygen,0.04375,189.667
3,Oxygen,0.044444444,189.603
3,Oxygen,0.045138889,189.285
3,Oxygen,0.045833333,189.297
3,Oxygen,0.046527778,189.012
3,Oxygen,0.047222222,189.101
3,Oxygen,0.047916667,188.958
3,Oxygen,0.048611111,188.902
3,Oxygen,0.049305556,188.659
3,Oxygen,0.05,188.641
3,Oxygen,0.050694444,188.547
3,Oxygen,0.051388889,188.358
3,Oxygen,0.052083333,188.254
3,Oxygen,0.052777778,188.229
3,Oxygen,0.053472222,188.176
3,Oxygen,0.054166667,187.907
3,Oxygen,0.054861111,187.826
3,Oxygen,0.055555556,187.76
3,Oxygen,0.05625,187.656
3,Oxygen,0.056944444,187.557
3,Oxygen,0.057638889,187.276
3,Oxygen,0.058333333,187.3
3,Oxygen,0.059027778,187.183
3,Oxygen,0.059722222,187.248
3,Oxygen,0.060416667,187.026
3,Oxygen,0.061111111,186.977
3,Oxygen,0.061805556,186.88
3,Oxygen,0.0625,186.767
3,Oxygen,0.063194444,186.599
3,Oxygen,0.063888889,186.544
3,Oxygen,0.064583333,186.33
3,Oxygen,0.065277778,186.271
3,Oxygen,0.065972222,186.156
3,Oxygen,0.066666667,185.98
3,Oxygen,0.067361111,185.922
3,Oxygen,0.068055556,185.749
3,Oxygen,0.06875,185.767
3,Oxygen,0.069444444,185.553
3,Oxygen,0.070138889,185.572
3,Oxygen,0.070833333,185.472
3,Oxygen,0.071527778,185.321
3,Oxygen,0.072222222,185.188
3,Oxygen,0.072916667,185.122
3,Oxygen,0.073611111,185.036
3,Oxygen,0.074305556,184.946
3,Oxygen,0.075,184.746
3,Oxygen,0.075694444,184.688
3,Oxygen,0.076388889,184.631
3,Oxygen,0.077083333,184.465
3,Oxygen,0.077777778,184.296
3,Oxygen,0.078472222,184.285
3,Oxygen,0.079166667,184.166
3,Oxygen,0.079861111,184.079
3,Oxygen,0.080555556,183.924
3,Oxygen,0.08125,183.813
3,Oxygen,0.081944444,183.682
3,Oxygen,0.082638889,183.557
3,Oxygen,0.083333333,183.531
3,Oxygen,0.084027778,183.441
3,Oxygen,0.084722222,183.25
3,Oxygen,0.085416667,183.1
3,Oxygen,0.086111111,183.058
3,Oxygen,0.086805556,183.043
3,Oxygen,0.0875,182.873
3,Oxygen,0.088194444,182.746
3,Oxygen,0.088888889,182.594
3,Oxygen,0.089583333,182.555
3,Oxygen,0.090277778,182.388
3,Oxygen,0.090972222,182.337
3,Oxygen,0.091666667,182.135
3,Oxygen,0.092361111,182.084
3,Oxygen,0.093055556,181.968
3,Oxygen,0.09375,181.748
3,Oxygen,0.094444444,181.796
3,Oxygen,0.095138889,181.623
3,Oxygen,0.095833333,181.453
3,Oxygen,0.096527778,181.253
3,Oxygen,0.097222222,181.27
3,Oxygen,0.097916667,181.205
3,Oxygen,0.098611111,181.116
3,Oxygen,0.099305556,181.066
3,Oxygen,0.1,180.896
3,Oxygen,0.100694444,180.856
3,Oxygen,0.101388889,180.61
3,Oxygen,0.102083333,180.595
3,Oxygen,0.102777778,180.449
3,Oxygen,0.103472222,180.231
3,Oxygen,0.104166667,180.235
3,Oxygen,0.104861111,180.121
3,Oxygen,0.105555556,180.058
3,Oxygen,0.10625,179.891
3,Oxygen,0.106944444,179.811
3,Oxygen,0.107638889,179.612
3,Oxygen,0.108333333,179.495
3,Oxygen,0.109027778,179.425
3,Oxygen,0.109722222,179.306
3,Oxygen,0.110416667,179.24
3,Oxygen,0.111111111,179.035
3,Oxygen,0.111805556,179.039
3,Oxygen,0.1125,178.943
3,Oxygen,0.113194444,178.733
3,Oxygen,0.113888889,178.634
3,Oxygen,0.114583333,178.589
3,Oxygen,0.115277778,178.283
3,Oxygen,0.115972222,178.202
3,Oxygen,0.116666667,178.169
3,Oxygen,0.117361111,178.034
3,Oxygen,0.118055556,177.981
3,Oxygen,0.11875,177.942
3,Oxygen,0.119444444,177.756
3,Oxygen,0.120138889,177.634
3,Oxygen,0.120833333,177.383
3,Oxygen,0.121527778,177.371
3,Oxygen,0.122222222,177.306
3,Oxygen,0.122916667,177.14
3,Oxygen,0.123611111,176.995
3,Oxygen,0.124305556,176.93
3,Oxygen,0.125,176.817
3,Oxygen,0.125694444,176.67
3,Oxygen,0.126388889,176.408
3,Oxygen,0.127083333,176.444
3,Oxygen,0.127777778,176.41
3,Oxygen,0.128472222,176.26
3,Oxygen,0.129166667,176.083
3,Oxygen,0.129861111,176.008
3,Oxygen,0.130555556,175.971
3,Oxygen,0.13125,175.735
3,Oxygen,0.131944444,175.655
3,Oxygen,0.132638889,175.564
3,Oxygen,0.133333333,175.449
3,Oxygen,0.134027778,175.312
3,Oxygen,0.134722222,175.215
3,Oxygen,0.135416667,175.014
3,Oxygen,0.136111111,174.975
3,Oxygen,0.136805556,174.901
3,Oxygen,0.1375,174.726
3,Oxygen,0.138194444,174.601
3,Oxygen,0.138888889,174.407
3,Oxygen,0.139583333,174.286
3,Oxygen,0.140277778,174.268
3,Oxygen,0.140972222,174.143
3,Oxygen,0.141666667,174.006
3,Oxygen,0.142361111,173.849
3,Oxygen,0.143055556,173.695
3,Oxygen,0.14375,173.57
3,Oxygen,0.144444444,173.431
3,Oxygen,0.145138889,173.272
3,Oxygen,0.145833333,173.243
3,Oxygen,0.146527778,173.144
3,Oxygen,0.147222222,172.973
3,Oxygen,0.147916667,172.905
3,Oxygen,0.148611111,172.77
3,Oxygen,0.149305556,172.685
3,Oxygen,0.15,172.514
3,Oxygen,0.150694444,172.421
3,Oxygen,0.151388889,172.223
3,Oxygen,0.152083333,172.097
3,Oxygen,0.152777778,171.937
3,Oxygen,0.153472222,171.977
3,Oxygen,0.154166667,171.763
3,Oxygen,0.154861111,171.547
3,Oxygen,0.155555556,171.534
3,Oxygen,0.15625,171.391
3,Oxygen,0.156944444,171.258
3,Oxygen,0.157638889,171.158
3,Oxygen,0.158333333,170.984
3,Oxygen,0.159027778,170.882
3,Oxygen,0.159722222,170.767
3,Oxygen,0.160416667,170.706
3,Oxygen,0.161111111,170.541
3,Oxygen,0.161805556,170.374
3,Oxygen,0.1625,170.19
3,Oxygen,0.163194444,170.124
3,Oxygen,0.163888889,169.989
3,Oxygen,0.164583333,169.963
3,Oxygen,0.165277778,169.89
3,Oxygen,0.165972222,169.67
3,Oxygen,0.166666667,169.636
3,Oxygen,0.167361111,169.498
3,Oxygen,0.168055556,169.238
3,Oxygen,0.16875,169.169
3,Oxygen,0.169444444,169.063
3,Oxygen,0.170138889,168.81
3,Oxygen,0.170833333,168.77
3,Oxygen,0.171527778,168.639
3,Oxygen,0.172222222,168.507
3,Oxygen,0.172916667,168.495
3,Oxygen,0.173611111,168.267
3,Oxygen,0.174305556,168.16
3,Oxygen,0.175,168.023
3,Oxygen,0.175694444,167.931
3,Oxygen,0.176388889,167.839
3,Oxygen,0.177083333,167.746
3,Oxygen,0.177777778,167.513
3,Oxygen,0.178472222,167.39
3,Oxygen,0.179166667,167.268
3,Oxygen,0.179861111,167.251
3,Oxygen,0.180555556,167.105
3,Oxygen,0.18125,166.871
3,Oxygen,0.181944444,166.728
3,Oxygen,0.182638889,166.656
3,Oxygen,0.183333333,166.539
3,Oxygen,0.184027778,166.438
3,Oxygen,0.184722222,166.32
3,Oxygen,0.185416667,166.118
3,Oxygen,0.186111111,166.006
3,Oxygen,0.186805556,165.905
3,Oxygen,0.1875,165.653
3,Oxygen,0.188194444,165.614
3,Oxygen,0.188888889,165.554
3,Oxygen,0.189583333,165.212
3,Oxygen,0.190277778,165.14
3,Oxygen,0.190972222,165.055
3,Oxygen,0.191666667,164.896
3,Oxygen,0.192361111,164.72
3,Oxygen,0.193055556,164.61
3,Oxygen,0.19375,164.584
3,Oxygen,0.194444444,164.308
3,Oxygen,0.195138889,164.253
3,Oxygen,0.195833333,164.107
3,Oxygen,0.196527778,163.953
3,Oxygen,0.197222222,163.779
3,Oxygen,0.197916667,163.631
3,Oxygen,0.198611111,163.577
3,Oxygen,0.199305556,163.338
3,Oxygen,0.2,163.301
3,Oxygen,0.200694444,163.108
3,Oxygen,0.201388889,163.05
3,Oxygen,0.202083333,162.915
3,Oxygen,0.202777778,162.745
3,Oxygen,0.203472222,162.597
3,Oxygen,0.204166667,162.496
3,Oxygen,0.204861111,162.341
3,Oxygen,0.205555556,162.243
3,Oxygen,0.20625,162.1
3,Oxygen,0.206944444,161.908
3,Oxygen,0.207638889,161.754
3,Oxygen,0.208333333,161.605
3,Oxygen,0.209027778,161.444
3,Oxygen,0.209722222,161.203
3,Oxygen,0.210416667,161.197
3,Oxygen,0.211111111,161.038
3,Oxygen,0.211805556,160.936
3,Oxygen,0.2125,160.763
3,Oxygen,0.213194444,160.495
3,Oxygen,0.213888889,160.509
3,Oxygen,0.214583333,160.336
3,Oxygen,0.215277778,160.187
3,Oxygen,0.215972222,160.131
3,Oxygen,0.216666667,159.969
3,Oxygen,0.217361111,159.848
3,Oxygen,0.218055556,159.663
3,Oxygen,0.21875,159.444
3,Oxygen,0.219444444,159.232
3,Oxygen,0.220138889,159.035
3,Oxygen,0.220833333,159.006
3,Oxygen,0.221527778,158.782
3,Oxygen,0.222222222,158.692
3,Oxygen,0.222916667,158.428
3,Oxygen,0.223611111,158.328
3,Oxygen,0.224305556,158.336
3,Oxygen,0.225,158.122
3,Oxygen,0.225694444,158.025
3,Oxygen,0.226388889,157.777
3,Oxygen,0.227083333,157.616
3,Oxygen,0.227777778,157.511
3,Oxygen,0.228472222,157.419
3,Oxygen,0.229166667,157.207
3,Oxygen,0.229861111,157.086
3,Oxygen,0.230555556,156.9
3,Oxygen,0.23125,156.841
3,Oxygen,0.231944444,156.57
3,Oxygen,0.232638889,156.452
3,Oxygen,0.233333333,156.359
3,Oxygen,0.234027778,156.118
3,Oxygen,0.234722222,155.988
3,Oxygen,0.235416667,155.87
3,Oxygen,0.236111111,155.713
3,Oxygen,0.236805556,155.498
3,Oxygen,0.2375,155.411
3,Oxygen,0.238194444,155.266
3,Oxygen,0.238888889,155.101
3,Oxygen,0.239583333,154.888
3,Oxygen,0.240277778,154.832
3,Oxygen,0.240972222,154.639
3,Oxygen,0.241666667,154.47
3,Oxygen,0.242361111,154.44
3,Oxygen,0.243055556,154.165
3,Oxygen,0.24375,154.061
3,Oxygen,0.244444444,153.955
3,Oxygen,0.245138889,153.727
3,Oxygen,0.245833333,153.596
3,Oxygen,0.246527778,153.489
3,Oxygen,0.247222222,153.22
3,Oxygen,0.247916667,153.133
3,Oxygen,0.248611111,152.939
3,Oxygen,0.249305556,152.788
3,Oxygen,0.25,152.643
3,Oxygen,0.250694444,152.403
3,Oxygen,0.251388889,152.257
3,Oxygen,0.252083333,152.15
3,Oxygen,0.252777778,151.998
3,Oxygen,0.253472222,151.894
3,Oxygen,0.254166667,151.589
3,Oxygen,0.254861111,151.585
3,Oxygen,0.255555556,151.406
3,Oxygen,0.25625,151.192
3,Oxygen,0.256944444,151.116
3,Oxygen,0.257638889,150.995
3,Oxygen,0.258333333,150.89
3,Oxygen,0.259027778,150.753
3,Oxygen,0.259722222,150.398
3,Oxygen,0.260416667,150.331
3,Oxygen,0.261111111,150.131
3,Oxygen,0.261805556,149.95
3,Oxygen,0.2625,149.821
3,Oxygen,0.263194444,149.647
3,Oxygen,0.263888889,149.433
3,Oxygen,0.264583333,149.249
3,Oxygen,0.265277778,149.168
3,Oxygen,0.265972222,149.039
3,Oxygen,0.266666667,148.84
3,Oxygen,0.267361111,148.613
3,Oxygen,0.268055556,148.447
3,Oxygen,0.26875,148.28
3,Oxygen,0.269444444,148.16
3,Oxygen,0.270138889,147.952
3,Oxygen,0.270833333,147.697
3,Oxygen,0.271527778,147.596
3,Oxygen,0.272222222,147.489
3,Oxygen,0.272916667,147.187
3,Oxygen,0.273611111,147.186
3,Oxygen,0.274305556,146.971
3,Oxygen,0.275,146.849
3,Oxygen,0.275694444,146.719
3,Oxygen,0.276388889,146.509
3,Oxygen,0.277083333,146.295
3,Oxygen,0.277777778,146.19
3,Oxygen,0.278472222,145.932
3,Oxygen,0.279166667,145.784
3,Oxygen,0.279861111,145.588
3,Oxygen,0.280555556,145.436
3,Oxygen,0.28125,145.238
3,Oxygen,0.281944444,145.066
3,Oxygen,0.282638889,144.91
3,Oxygen,0.283333333,144.711
3,Oxygen,0.284027778,144.654
3,Oxygen,0.284722222,144.376
3,Oxygen,0.285416667,144.21
3,Oxygen,0.286111111,144.002
3,Oxygen,0.286805556,143.839
3,Oxygen,0.2875,143.66
3,Oxygen,0.288194444,143.364
3,Oxygen,0.288888889,143.319
3,Oxygen,0.289583333,143.201
3,Oxygen,0.290277778,142.957
3,Oxygen,0.290972222,142.796
3,Oxygen,0.291666667,142.575
3,Oxygen,0.292361111,142.495
3,Oxygen,0.293055556,142.132
3,Oxygen,0.29375,142.106
3,Oxygen,0.294444444,141.893
3,Oxygen,0.295138889,141.53
3,Oxygen,0.295833333,141.332
3,Oxygen,0.296527778,141.219
3,Oxygen,0.297222222,141.086
3,Oxygen,0.297916667,140.846
3,Oxygen,0.298611111,140.733
3,Oxygen,0.299305556,140.534
3,Oxygen,0.3,140.324
3,Oxygen,0.300694444,140.218
3,Oxygen,0.301388889,139.943
3,Oxygen,0.302083333,139.801
3,Oxygen,0.302777778,139.605
3,Oxygen,0.303472222,139.456
3,Oxygen,0.304166667,139.23
3,Oxygen,0.304861111,139.056
3,Oxygen,0.305555556,138.83
3,Oxygen,0.30625,138.613
3,Oxygen,0.306944444,138.427
3,Oxygen,0.307638889,138.157
3,Oxygen,0.308333333,138.048
3,Oxygen,0.309027778,137.914
3,Oxygen,0.309722222,137.624
3,Oxygen,0.310416667,137.435
3,Oxygen,0.311111111,137.311
3,Oxygen,0.311805556,137.12
3,Oxygen,0.3125,136.898
3,Oxygen,0.313194444,136.692
3,Oxygen,0.313888889,136.396
3,Oxygen,0.314583333,136.19
3,Oxygen,0.315277778,135.985
3,Oxygen,0.315972222,135.823
3,Oxygen,0.316666667,135.66
3,Oxygen,0.317361111,135.47
3,Oxygen,0.318055556,135.308
3,Oxygen,0.31875,135.131
3,Oxygen,0.319444444,134.914
3,Oxygen,0.320138889,134.679
3,Oxygen,0.320833333,134.451
3,Oxygen,0.321527778,134.191
3,Oxygen,0.322222222,134.047
3,Oxygen,0.322916667,133.89
3,Oxygen,0.323611111,133.653
3,Oxygen,0.324305556,133.333
3,Oxygen,0.325,133.187
3,Oxygen,0.325694444,132.975
3,Oxygen,0.326388889,132.819
3,Oxygen,0.327083333,132.658
3,Oxygen,0.327777778,132.397
3,Oxygen,0.328472222,132.222
3,Oxygen,0.329166667,131.995
3,Oxygen,0.329861111,131.647
3,Oxygen,0.330555556,131.526
3,Oxygen,0.33125,131.241
3,Oxygen,0.331944444,131.071
3,Oxygen,0.332638889,130.89
3,Oxygen,0.333333333,130.743
3,Oxygen,0.334027778,130.443
3,Oxygen,0.334722222,130.185
3,Oxygen,0.335416667,129.989
3,Oxygen,0.336111111,129.861
3,Oxygen,0.336805556,129.655
3,Oxygen,0.3375,129.274
3,Oxygen,0.338194444,129.118
3,Oxygen,0.338888889,128.905
3,Oxygen,0.339583333,128.699
3,Oxygen,0.340277778,128.521
3,Oxygen,0.340972222,128.318
3,Oxygen,0.341666667,128.159
3,Oxygen,0.342361111,127.784
3,Oxygen,0.343055556,127.474
3,Oxygen,0.34375,127.356
3,Oxygen,0.344444444,127.141
3,Oxygen,0.345138889,126.837
3,Oxygen,0.345833333,126.746
3,Oxygen,0.346527778,126.418
3,Oxygen,0.347222222,126.15
3,Oxygen,0.347916667,125.978
3,Oxygen,0.348611111,125.824
3,Oxygen,0.349305556,125.495
3,Oxygen,0.35,125.229
3,Oxygen,0.350694444,124.921
3,Oxygen,0.351388889,124.783
3,Oxygen,0.352083333,124.606
3,Oxygen,0.352777778,124.5
3,Oxygen,0.353472222,124.164
3,Oxygen,0.354166667,124.007
3,Oxygen,0.354861111,123.71
3,Oxygen,0.355555556,123.469
3,Oxygen,0.35625,123.067
3,Oxygen,0.356944444,122.894
3,Oxygen,0.357638889,122.663
3,Oxygen,0.358333333,122.503
3,Oxygen,0.359027778,122.126
3,Oxygen,0.359722222,121.964
3,Oxygen,0.360416667,121.717
3,Oxygen,0.361111111,121.49
3,Oxygen,0.361805556,121.286
3,Oxygen,0.3625,121.059
3,Oxygen,0.363194444,120.637
3,Oxygen,0.363888889,120.474
3,Oxygen,0.364583333,120.21
3,Oxygen,0.365277778,119.753
3,Oxygen,0.365972222,119.669
3,Oxygen,0.366666667,119.379
3,Oxygen,0.367361111,119.06
3,Oxygen,0.368055556,118.879
3,Oxygen,0.36875,118.678
3,Oxygen,0.369444444,118.371
3,Oxygen,0.370138889,118.006
3,Oxygen,0.370833333,117.713
3,Oxygen,0.371527778,117.608
3,Oxygen,0.372222222,117.344
3,Oxygen,0.372916667,117.087
3,Oxygen,0.373611111,116.695
3,Oxygen,0.374305556,116.443
3,Oxygen,0.375,116.208
3,Oxygen,0.375694444,115.999
3,Oxygen,0.376388889,115.753
3,Oxygen,0.377083333,115.359
3,Oxygen,0.377777778,115.165
3,Oxygen,0.378472222,114.921
3,Oxygen,0.379166667,114.701
3,Oxygen,0.379861111,114.327
3,Oxygen,0.380555556,114.1
3,Oxygen,0.38125,113.865
3,Oxygen,0.381944444,113.421
3,Oxygen,0.382638889,113.262
3,Oxygen,0.383333333,112.98
3,Oxygen,0.384027778,112.696
3,Oxygen,0.384722222,112.515
3,Oxygen,0.385416667,112.206
3,Oxygen,0.386111111,111.979
3,Oxygen,0.386805556,111.733
3,Oxygen,0.3875,111.253
3,Oxygen,0.388194444,111.093
3,Oxygen,0.388888889,110.768
3,Oxygen,0.389583333,110.588
3,Oxygen,0.390277778,110.205
3,Oxygen,0.390972222,109.937
3,Oxygen,0.391666667,109.747
3,Oxygen,0.392361111,109.426
3,Oxygen,0.393055556,109.085
3,Oxygen,0.39375,108.846
3,Oxygen,0.394444444,108.457
3,Oxygen,0.395138889,108.327
3,Oxygen,0.395833333,108.027
3,Oxygen,0.396527778,107.733
3,Oxygen,0.397222222,107.436
3,Oxygen,0.397916667,107.175
3,Oxygen,0.398611111,106.696
3,Oxygen,0.399305556,106.51
3,Oxygen,0.4,106.177
3,Oxygen,0.400694444,105.903
3,Oxygen,0.401388889,105.619
3,Oxygen,0.402083333,105.418
3,Oxygen,0.402777778,105.122
3,Oxygen,0.403472222,104.63
3,Oxygen,0.404166667,104.423
3,Oxygen,0.404861111,104.127
3,Oxygen,0.405555556,103.801
3,Oxygen,0.40625,103.406
3,Oxygen,0.406944444,103.232
3,Oxygen,0.407638889,102.842
3,Oxygen,0.408333333,102.41
3,Oxygen,0.409027778,102.295
3,Oxygen,0.409722222,101.914
3,Oxygen,0.410416667,101.546
3,Oxygen,0.411111111,101.258
3,Oxygen,0.411805556,100.876
3,Oxygen,0.4125,100.73
3,Oxygen,0.413194444,100.3
3,Oxygen,0.413888889,99.994
3,Oxygen,0.414583333,99.657
3,Oxygen,0.415277778,99.316
3,Oxygen,0.415972222,98.913
3,Oxygen,0.416666667,98.695
3,Oxygen,0.417361111,98.249
3,Oxygen,0.418055556,97.952
3,Oxygen,0.41875,97.652
3,Oxygen,0.419444444,97.307
3,Oxygen,0.420138889,97.01
3,Oxygen,0.420833333,96.635
3,Oxygen,0.421527778,96.263
3,Oxygen,0.422222222,95.99
3,Oxygen,0.422916667,95.752
3,Oxygen,0.423611111,95.259
3,Oxygen,0.424305556,94.978
3,Oxygen,0.425,94.716
3,Oxygen,0.425694444,94.369
3,Oxygen,0.426388889,94.068
3,Oxygen,0.427083333,93.615
3,Oxygen,0.427777778,93.297
3,Oxygen,0.428472222,92.977
3,Oxygen,0.429166667,92.67
3,Oxygen,0.429861111,92.259
3,Oxygen,0.430555556,91.975
3,Oxygen,0.43125,91.59
3,Oxygen,0.431944444,91.145
3,Oxygen,0.432638889,90.892
3,Oxygen,0.433333333,90.606
3,Oxygen,0.434027778,90.228
3,Oxygen,0.434722222,89.86
3,Oxygen,0.435416667,89.552
3,Oxygen,0.436111111,89.152
3,Oxygen,0.436805556,88.73
3,Oxygen,0.4375,88.483
3,Oxygen,0.438194444,88.111
3,Oxygen,0.438888889,87.755
3,Oxygen,0.439583333,87.46
3,Oxygen,0.440277778,86.941
3,Oxygen,0.440972222,86.699
3,Oxygen,0.441666667,86.39
3,Oxygen,0.442361111,85.935
3,Oxygen,0.443055556,85.591
3,Oxygen,0.44375,85.202
3,Oxygen,0.444444444,84.792
3,Oxygen,0.445138889,84.498
3,Oxygen,0.445833333,84.13
3,Oxygen,0.446527778,83.832
3,Oxygen,0.447222222,83.286
3,Oxygen,0.447916667,82.953
3,Oxygen,0.448611111,82.666
3,Oxygen,0.449305556,82.285
3,Oxygen,0.45,82.005
3,Oxygen,0.450694444,81.55
3,Oxygen,0.451388889,81.14
3,Oxygen,0.452083333,80.769
3,Oxygen,0.452777778,80.505
3,Oxygen,0.453472222,79.939
3,Oxygen,0.454166667,79.597
3,Oxygen,0.454861111,79.206
3,Oxygen,0.455555556,78.791
3,Oxygen,0.45625,78.352
3,Oxygen,0.456944444,78.022
3,Oxygen,0.457638889,77.597
3,Oxygen,0.458333333,77.209
3,Oxygen,0.459027778,76.887
3,Oxygen,0.459722222,76.468
3,Oxygen,0.460416667,76.09
3,Oxygen,0.461111111,75.59
3,Oxygen,0.461805556,75.088
3,Oxygen,0.4625,74.747
3,Oxygen,0.463194444,74.372
3,Oxygen,0.463888889,73.977
3,Oxygen,0.464583333,73.569
3,Oxygen,0.465277778,73.124
3,Oxygen,0.465972222,72.729
3,Oxygen,0.466666667,72.329
3,Oxygen,0.467361111,72.004
3,Oxygen,0.468055556,71.52
3,Oxygen,0.46875,71.027
3,Oxygen,0.469444444,70.521
3,Oxygen,0.470138889,70.24
3,Oxygen,0.470833333,69.889
3,Oxygen,0.471527778,69.423
3,Oxygen,0.472222222,69.03
3,Oxygen,0.472916667,68.546
3,Oxygen,0.473611111,68.236
3,Oxygen,0.474305556,67.748
3,Oxygen,0.475,67.356
3,Oxygen,0.475694444,66.96
3,Oxygen,0.476388889,66.459
3,Oxygen,0.477083333,66.145
3,Oxygen,0.477777778,65.718
3,Oxygen,0.478472222,65.433
3,Oxygen,0.479166667,64.854
3,Oxygen,0.479861111,64.352
3,Oxygen,0.480555556,63.995
3,Oxygen,0.48125,63.539
3,Oxygen,0.481944444,63.039
3,Oxygen,0.482638889,62.548
3,Oxygen,0.483333333,62.239
3,Oxygen,0.484027778,61.963
3,Oxygen,0.484722222,61.458
3,Oxygen,0.485416667,60.951
3,Oxygen,0.486111111,60.517
3,Oxygen,0.486805556,59.986
3,Oxygen,0.4875,59.566
3,Oxygen,0.488194444,59.114
3,Oxygen,0.488888889,58.685
3,Oxygen,0.489583333,58.129
3,Oxygen,0.490277778,57.773
3,Oxygen,0.490972222,57.327
3,Oxygen,0.491666667,56.905
3,Oxygen,0.492361111,56.264
3,Oxygen,0.493055556,55.886
3,Oxygen,0.49375,55.557
3,Oxygen,0.494444444,54.945
3,Oxygen,0.495138889,54.645
3,Oxygen,0.495833333,54.26
3,Oxygen,0.496527778,53.792
3,Oxygen,0.497222222,53.165
3,Oxygen,0.497916667,52.734
3,Oxygen,0.498611111,52.186
3,Oxygen,0.499305556,51.86
3,Oxygen,0.5,51.256
3,Oxygen,0.500694444,50.979
3,Oxygen,0.501388889,50.541
3,Oxygen,0.502083333,49.927
3,Oxygen,0.502777778,49.438
3,Oxygen,0.503472222,49.058
3,Oxygen,0.504166667,48.506
3,Oxygen,0.504861111,48
3,Oxygen,0.505555556,47.531
3,Oxygen,0.50625,47.006
3,Oxygen,0.506944444,46.544
3,Oxygen,0.507638889,46.004
3,Oxygen,0.508333333,45.656
3,Oxygen,0.509027778,45.168
3,Oxygen,0.509722222,44.629
3,Oxygen,0.510416667,44.16
3,Oxygen,0.511111111,43.718
3,Oxygen,0.511805556,43.263
3,Oxygen,0.5125,42.714
3,Oxygen,0.513194444,42.201
3,Oxygen,0.513888889,41.577
3,Oxygen,0.514583333,41.218
3,Oxygen,0.515277778,40.588
3,Oxygen,0.515972222,40.113
3,Oxygen,0.516666667,39.786
3,Oxygen,0.517361111,39.322
3,Oxygen,0.518055556,38.647
3,Oxygen,0.51875,38.278
3,Oxygen,0.519444444,37.721
3,Oxygen,0.520138889,37.317
3,Oxygen,0.520833333,36.847
3,Oxygen,0.521527778,36.26
3,Oxygen,0.522222222,35.85
3,Oxygen,0.522916667,35.386
3,Oxygen,0.523611111,34.948
3,Oxygen,0.524305556,34.408
3,Oxygen,0.525,33.938
3,Oxygen,0.525694444,33.513
3,Oxygen,0.526388889,32.959
3,Oxygen,0.527083333,32.422
3,Oxygen,0.527777778,32.047
3,Oxygen,0.528472222,31.326
3,Oxygen,0.529166667,30.903
3,Oxygen,0.529861111,30.586
3,Oxygen,0.530555556,30.007
3,Oxygen,0.53125,29.462
3,Oxygen,0.531944444,28.989
3,Oxygen,0.532638889,28.498
3,Oxygen,0.533333333,28.013
3,Oxygen,0.534027778,27.559
3,Oxygen,0.534722222,27.091
3,Oxygen,0.535416667,26.538
3,Oxygen,0.536111111,26.072
3,Oxygen,0.536805556,25.665
3,Oxygen,0.5375,25.126
3,Oxygen,0.538194444,24.623
3,Oxygen,0.538888889,24.221
3,Oxygen,0.539583333,23.59
3,Oxygen,0.540277778,23.254
3,Oxygen,0.540972222,22.726
3,Oxygen,0.541666667,22.28
3,Oxygen,0.542361111,21.663
3,Oxygen,0.543055556,21.256
3,Oxygen,0.54375,20.876
3,Oxygen,0.544444444,20.412
3,Oxygen,0.545138889,19.871
3,Oxygen,0.545833333,19.495
3,Oxygen,0.546527778,19.072
3,Oxygen,0.547222222,18.595
3,Oxygen,0.547916667,18.235
3,Oxygen,0.548611111,17.751
3,Oxygen,0.549305556,17.231
3,Oxygen,0.55,16.637
3,Oxygen,0.550694444,16.34
3,Oxygen,0.551388889,15.844
3,Oxygen,0.552083333,15.474
3,Oxygen,0.552777778,14.854
3,Oxygen,0.553472222,14.417
3,Oxygen,0.554166667,14.048
3,Oxygen,0.554861111,13.592
3,Oxygen,0.555555556,13.186
3,Oxygen,0.55625,12.699
3,Oxygen,0.556944444,12.235
3,Oxygen,0.557638889,11.973
3,Oxygen,0.558333333,11.48
3,Oxygen,0.559027778,10.99
3,Oxygen,0.559722222,10.638
3,Oxygen,0.560416667,10.075
3,Oxygen,0.561111111,9.863
3,Oxygen,0.561805556,9.274
3,Oxygen,0.5625,8.951
3,Oxygen,0.563194444,8.508
3,Oxygen,0.563888889,8.178
3,Oxygen,0.564583333,7.729
3,Oxygen,0.565277778,7.212
3,Oxygen,0.565972222,6.838
3,Oxygen,0.566666667,6.548
